system:index,Dormancy,EVI_Amplitude,EVI_Area,EVI_Minimum,Greenup,Maturity,MidGreendown,MidGreenup,Peak,Senescence,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,census_date,country_iso3,elevation,hnd,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,tpi,wetmonths_era,.geo
000000000000000000dd_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.983386,32.854725,0.125663706143592,MAR_249,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.9822178,32.84935875,0.125663706143592,MAR_250,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.980824,32.890332,0.125663706143592,MAR_251,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.9775078,32.85433823,0.125663706143592,MAR_252,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.975063,32.883254,0.125663706143592,MAR_253,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_0_0,17197.8,2277.2,151.4,1912.7,16938.7,17014.5,17141.1,16972.5,17038.8,17067.6,245.0,142.0,60.0,3086.0,350.0,115.0,235.0,278.0,215.0,278.0,201.0,565.0,108.0,9.0,76.0,302.0,34.0,302.0,35.0,2014,MOZ,61,0.6000023,-23.973997,32.905042,0.125663706143592,MAR_254,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.96524,32.855095,0.125663706143592,MAR_255,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.964393,32.875087,0.125663706143592,MAR_256,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.960589,32.848663,0.125663706143592,MAR_257,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6_0_0,17583.0,2800.3333333333335,191.77777777777777,1682.7777777777778,17352.0,17428.11111111111,17534.333333333332,17386.88888888889,17454.88888888889,17483.555555555555,241.0,143.0,59.0,3223.0,346.0,107.0,239.0,277.0,196.0,277.0,196.0,558.0,103.0,8.0,75.0,295.0,34.0,295.0,34.0,2014,MOZ,84,3.9000015,-23.959282,32.69998,0.125663706143592,MAR_258,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.9579456,32.84693965,0.125663706143592,MAR_259,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.956977,32.884469,0.125663706143592,MAR_260,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_0_0,17583.0,2800.3333333333335,191.77777777777777,1682.7777777777778,17352.0,17428.11111111111,17534.333333333332,17386.88888888889,17454.88888888889,17483.555555555555,241.0,143.0,59.0,3223.0,346.0,107.0,239.0,277.0,196.0,277.0,196.0,558.0,103.0,8.0,75.0,295.0,34.0,295.0,34.0,2014,MOZ,84,3.9000015,-23.955345,32.694032,0.125663706143592,MAR_261,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.955211,32.87274557,0.125663706143592,MAR_262,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_0_0,17583.0,2800.3333333333335,191.77777777777777,1682.7777777777778,17352.0,17428.11111111111,17534.333333333332,17386.88888888889,17454.88888888889,17483.555555555555,241.0,143.0,59.0,3223.0,346.0,107.0,239.0,277.0,196.0,277.0,196.0,558.0,103.0,8.0,75.0,295.0,34.0,295.0,34.0,2014,MOZ,84,3.9000015,-23.950463,32.695174,0.125663706143592,MAR_263,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.9493907,32.87436529,0.125663706143592,MAR_264,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.948809,32.826704,0.125663706143592,MAR_265,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee_0_0,17583.0,2800.3333333333335,191.77777777777777,1682.7777777777778,17352.0,17428.11111111111,17534.333333333332,17386.88888888889,17454.88888888889,17483.555555555555,241.0,143.0,59.0,3223.0,346.0,107.0,239.0,277.0,196.0,277.0,196.0,558.0,103.0,8.0,75.0,295.0,34.0,295.0,34.0,2014,MOZ,84,3.9000015,-23.948422,32.689168,0.125663706143592,MAR_266,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.947327,32.822782,0.125663706143592,MAR_267,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.945152,32.82279,0.125663706143592,MAR_268,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1_0_0,17390.5,2345.3,156.3,1801.7,17154.3,17226.7,17334.7,17184.0,17251.7,17282.5,242.0,142.0,59.0,3154.0,347.0,110.0,237.0,277.0,198.0,277.0,198.0,562.0,105.0,8.0,76.0,298.0,34.0,298.0,34.0,2014,MOZ,83,1.199997,-23.943722,32.75748722,0.125663706143592,MAR_269,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2_0_0,17390.5,2345.3,156.3,1801.7,17154.3,17226.7,17334.7,17184.0,17251.7,17282.5,242.0,142.0,59.0,3154.0,347.0,110.0,237.0,277.0,198.0,277.0,198.0,562.0,105.0,8.0,76.0,298.0,34.0,298.0,34.0,2014,MOZ,83,1.199997,-23.94179,32.753738,0.125663706143592,MAR_270,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3_0_0,17215.666666666668,2309.8888888888887,152.22222222222223,1951.6666666666667,16957.444444444445,17029.88888888889,17157.333333333332,16986.777777777777,17054.666666666668,17084.0,244.0,142.0,59.0,3122.0,349.0,112.0,237.0,278.0,214.0,278.0,199.0,563.0,107.0,9.0,77.0,300.0,34.0,300.0,35.0,2014,MOZ,71,3.2999954,-23.941639,32.870925,0.125663706143592,MAR_271,circle,2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4_0_0,17583.0,2800.3333333333335,191.77777777777777,1682.7777777777778,17352.0,17428.11111111111,17534.333333333332,17386.88888888889,17454.88888888889,17483.555555555555,241.0,143.0,59.0,3223.0,346.0,107.0,239.0,277.0,196.0,277.0,196.0,558.0,103.0,8.0,75.0,295.0,34.0,295.0,34.0,2014,MOZ,84,3.9000015,-23.937446,32.710543,0.125663706143592,MAR_272,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5_0_0,17583.0,2800.3333333333335,191.77777777777777,1682.7777777777778,17352.0,17428.11111111111,17534.333333333332,17386.88888888889,17454.88888888889,17483.555555555555,241.0,143.0,59.0,3223.0,346.0,107.0,239.0,277.0,196.0,277.0,196.0,558.0,103.0,8.0,75.0,295.0,34.0,295.0,34.0,2014,MOZ,84,3.9000015,-23.936799,32.696136,0.125663706143592,MAR_273,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.933429,32.700771,0.125663706143592,MAR_275,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.932283,32.700628,0.125663706143592,MAR_276,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8_0_0,17116.0,1544.3333333333333,123.44444444444444,1934.5555555555557,16837.11111111111,16918.777777777777,17074.88888888889,16872.333333333332,16956.555555555555,16989.333333333332,243.0,143.0,60.0,3174.0,347.0,110.0,237.0,277.0,198.0,277.0,198.0,547.0,103.0,7.0,77.0,294.0,31.0,294.0,31.0,2014,MOZ,86,0.3999939,-23.931794,32.736671,0.125663706143592,MAR_277,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.93091,32.681526,0.125663706143592,MAR_278,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa_0_0,17116.0,1544.3333333333333,123.44444444444444,1934.5555555555557,16837.11111111111,16918.777777777777,17074.88888888889,16872.333333333332,16956.555555555555,16989.333333333332,243.0,143.0,60.0,3174.0,347.0,110.0,237.0,277.0,198.0,277.0,198.0,547.0,103.0,7.0,77.0,294.0,31.0,294.0,31.0,2014,MOZ,86,0.3999939,-23.930431,32.736034,0.125663706143592,MAR_279,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.926593,32.693907,0.125663706143592,MAR_280,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc_0_0,17116.0,1544.3333333333333,123.44444444444444,1934.5555555555557,16837.11111111111,16918.777777777777,17074.88888888889,16872.333333333332,16956.555555555555,16989.333333333332,243.0,143.0,60.0,3174.0,347.0,110.0,237.0,277.0,198.0,277.0,198.0,547.0,103.0,7.0,77.0,294.0,31.0,294.0,31.0,2014,MOZ,86,0.3999939,-23.925501,32.724962,0.125663706143592,MAR_281,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.924048,32.713194,0.125663706143592,MAR_282,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.91956,32.717692,0.125663706143592,MAR_283,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.896865,32.717587,0.125663706143592,MAR_288,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100_0_0,17211.4,1633.5,120.7,2011.5,16940.8,17021.7,17161.5,16971.9,17051.0,17081.0,241.0,143.0,60.0,3204.0,345.0,107.0,238.0,276.0,196.0,276.0,196.0,544.0,102.0,7.0,76.0,291.0,31.0,291.0,31.0,2014,MOZ,98,1.5,-23.893425,32.713091,0.125663706143592,MAR_289,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101_0_0,17116.0,1544.3333333333333,123.44444444444444,1934.5555555555557,16837.11111111111,16918.777777777777,17074.88888888889,16872.333333333332,16956.555555555555,16989.333333333332,243.0,143.0,60.0,3174.0,347.0,110.0,237.0,277.0,198.0,277.0,198.0,547.0,103.0,7.0,77.0,294.0,31.0,294.0,31.0,2014,MOZ,86,0.3999939,-23.88928,32.722833,0.125663706143592,MAR_290,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102_0_0,17240.0,2460.9,154.8,1666.6,17004.8,17078.8,17188.2,17043.4,17104.6,17132.0,243.0,142.0,60.0,3166.0,346.0,110.0,236.0,277.0,212.0,277.0,197.0,537.0,102.0,7.0,79.0,292.0,29.0,292.0,30.0,2014,MOZ,99,1.5,-23.806092,32.721274,0.125663706143592,MAR_291,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103_0_0,17240.0,2460.9,154.8,1666.6,17004.8,17078.8,17188.2,17043.4,17104.6,17132.0,243.0,142.0,60.0,3166.0,346.0,110.0,236.0,277.0,212.0,277.0,197.0,537.0,102.0,7.0,79.0,292.0,29.0,292.0,30.0,2014,MOZ,99,1.5,-23.805285,32.722447,0.125663706143592,MAR_292,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104_0_0,17240.0,2460.9,154.8,1666.6,17004.8,17078.8,17188.2,17043.4,17104.6,17132.0,243.0,142.0,60.0,3166.0,346.0,110.0,236.0,277.0,212.0,277.0,197.0,537.0,102.0,7.0,79.0,292.0,29.0,292.0,30.0,2014,MOZ,99,1.5,-23.8019617,32.73200183,0.125663706143592,MAR_293,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.799,32.705464,0.125663706143592,MAR_294,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.794446,32.675256,0.125663706143592,MAR_295,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107_0_0,17240.0,2460.9,154.8,1666.6,17004.8,17078.8,17188.2,17043.4,17104.6,17132.0,243.0,142.0,60.0,3166.0,346.0,110.0,236.0,277.0,212.0,277.0,197.0,537.0,102.0,7.0,79.0,292.0,29.0,292.0,30.0,2014,MOZ,99,1.5,-23.789794,32.733641,0.125663706143592,MAR_296,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108_0_0,17240.0,2460.9,154.8,1666.6,17004.8,17078.8,17188.2,17043.4,17104.6,17132.0,243.0,142.0,60.0,3166.0,346.0,110.0,236.0,277.0,212.0,277.0,197.0,537.0,102.0,7.0,79.0,292.0,29.0,292.0,30.0,2014,MOZ,99,1.5,-23.788018,32.736267,0.125663706143592,MAR_297,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.785231,32.670526,0.125663706143592,MAR_298,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.779463,32.674803,0.125663706143592,MAR_299,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.7734597,32.70915655,0.125663706143592,MAR_301,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.762274,32.714361,0.125663706143592,MAR_302,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.7603118,32.7161597,0.125663706143592,MAR_303,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.758127,32.676573,0.125663706143592,MAR_305,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f_0_0,17240.0,2460.9,154.8,1666.6,17004.8,17078.8,17188.2,17043.4,17104.6,17132.0,243.0,142.0,60.0,3166.0,346.0,110.0,236.0,277.0,212.0,277.0,197.0,537.0,102.0,7.0,79.0,292.0,29.0,292.0,30.0,2014,MOZ,99,1.5,-23.758016,32.744318,0.125663706143592,MAR_306,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0_0,17204.3,1703.6,114.8,1973.7,16939.6,17027.3,17141.3,16975.7,17049.3,17074.5,242.0,143.0,60.0,3235.0,345.0,108.0,237.0,277.0,195.0,277.0,195.0,531.0,101.0,6.0,78.0,289.0,28.0,289.0,28.0,2014,MOZ,105,0.3999939,-23.756472,32.720107,0.125663706143592,MAR_307,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111_0_0,17384.0,2628.4,197.9,1632.4,17134.7,17217.1,17325.7,17167.2,17249.5,17279.4,242.0,142.0,60.0,3203.0,345.0,109.0,236.0,277.0,211.0,277.0,196.0,519.0,99.0,6.0,79.0,285.0,26.0,285.0,27.0,2014,MOZ,113,1.199997,-23.7538085,32.71407531,0.125663706143592,MAR_309,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112_0_0,17384.0,2628.4,197.9,1632.4,17134.7,17217.1,17325.7,17167.2,17249.5,17279.4,242.0,142.0,60.0,3203.0,345.0,109.0,236.0,277.0,211.0,277.0,196.0,519.0,99.0,6.0,79.0,285.0,26.0,285.0,27.0,2014,MOZ,113,1.199997,-23.748761,32.71492,0.125663706143592,MAR_310,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113_0_0,17384.0,2628.4,197.9,1632.4,17134.7,17217.1,17325.7,17167.2,17249.5,17279.4,242.0,142.0,60.0,3203.0,345.0,109.0,236.0,277.0,211.0,277.0,196.0,519.0,99.0,6.0,79.0,285.0,26.0,285.0,27.0,2014,MOZ,113,1.199997,-23.748399,32.711126,0.125663706143592,MAR_311,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114_0_0,17384.0,2628.4,197.9,1632.4,17134.7,17217.1,17325.7,17167.2,17249.5,17279.4,242.0,142.0,60.0,3203.0,345.0,109.0,236.0,277.0,211.0,277.0,196.0,519.0,99.0,6.0,79.0,285.0,26.0,285.0,27.0,2014,MOZ,113,1.199997,-23.748377,32.70874,0.125663706143592,MAR_312,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000115_0_0,17348.2,1851.7,131.2,2016.1,17084.2,17170.5,17291.2,17112.3,17192.4,17217.8,243.0,143.0,60.0,3172.0,347.0,111.0,236.0,278.0,213.0,278.0,198.0,523.0,101.0,6.0,81.0,289.0,26.0,289.0,27.0,2014,MOZ,97,1.0,-23.739614,32.730965,0.125663706143592,MAR_314,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.543869,32.935952,0.125663706143592,MAR_315,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_0_0,17315.7,2521.2,168.4,2034.9,17070.3,17146.8,17250.6,17110.5,17173.0,17198.5,244.0,142.0,61.0,3084.0,346.0,114.0,232.0,277.0,215.0,277.0,200.0,511.0,102.0,4.0,85.0,293.0,21.0,293.0,23.0,2014,MOZ,100,2.199997,-23.543612,32.898567,0.125663706143592,MAR_316,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.540683,32.933058,0.125663706143592,MAR_317,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
